station 404950,,,,,,
Start Date/Time,Year,Month,Day,Hour,48-hr Precip (in),Rank
1972-01-11T05,1972,01,11,05,1.62,236
1979-01-02T01,1979,01,02,01,1.62,237
1982-03-08T00,1982,03,08,00,1.62,238
1959-12-19T12,1959,12,19,12,1.60,239
1976-10-25T20,1976,10,25,20,1.59,240
1999-03-15T04,1999,03,15,04,1.59,241
2012-01-23T06,2012,01,23,06,1.59,242
1975-11-13T03,1975,11,13,03,1.58,243
2009-03-15T11,2009,03,15,11,1.58,244
2010-02-06T14,2010,02,06,14,1.58,245
1976-01-26T19,1976,01,26,19,1.57,246
1950-01-19T12,1950,01,19,12,1.56,247
1964-01-25T11,1964,01,25,11,1.56,248
1967-02-18T01,1967,02,18,01,1.56,249
1987-12-28T09,1987,12,28,09,1.56,250
1992-04-21T12,1992,04,21,12,1.56,251
2006-04-08T08,2006,04,08,08,1.56,252
1958-12-29T05,1958,12,29,05,1.55,253
1959-04-20T06,1959,04,20,06,1.55,254
1968-03-12T08,1968,03,12,08,1.55,255
1979-04-14T04,1979,04,14,04,1.55,256
1982-04-27T10,1982,04,27,10,1.55,257
2001-04-13T19,2001,04,13,19,1.55,258
2005-02-21T20,2005,02,21,20,1.55,259
1958-03-31T17,1958,03,31,17,1.54,260
1995-10-28T15,1995,10,28,15,1.54,261
1995-11-08T14,1995,11,08,14,1.54,262
1995-10-05T06,1995,10,05,06,1.53,263
1996-04-21T05,1996,04,21,05,1.53,264
1983-10-13T08,1983,10,13,08,1.52,265
1992-12-21T22,1992,12,21,22,1.52,266
1948-11-06T15,1948,11,06,15,1.51,267
1997-02-27T14,1997,02,27,14,1.51,268
2011-02-25T16,2011,02,25,16,1.51,269
1978-01-09T10,1978,01,09,10,1.50,270
1983-12-29T13,1983,12,29,13,1.50,271
1996-01-02T13,1996,01,02,13,1.50,272
2012-03-03T01,2012,03,03,01,1.50,273
2013-01-19T00,2013,01,19,00,1.50,274
1992-10-05T08,1992,10,05,08,1.49,275
1993-03-14T11,1993,03,14,11,1.49,276
1995-11-29T00,1995,11,29,00,1.49,277
2009-10-15T17,2009,10,15,17,1.49,278
1989-04-04T19,1989,04,04,19,1.48,279
1965-03-30T17,1965,03,30,17,1.47,280
1972-04-22T16,1972,04,22,16,1.47,281
1973-04-08T08,1973,04,08,08,1.47,282
1988-03-11T02,1988,03,11,02,1.47,283
1998-02-04T22,1998,02,04,22,1.47,284
1982-04-02T05,1982,04,02,05,1.46,285
1982-12-02T05,1982,12,02,05,1.46,286
1990-12-29T03,1990,12,29,03,1.46,287
2000-02-14T00,2000,02,14,00,1.46,288
2007-11-26T23,2007,11,26,23,1.46,289
1975-01-25T12,1975,01,25,12,1.45,290
1976-12-08T12,1976,12,08,12,1.45,291
1982-03-15T11,1982,03,15,11,1.45,292
1992-01-24T04,1992,01,24,04,1.45,293
1953-12-10T14,1953,12,10,14,1.44,294
1955-02-07T11,1955,02,07,11,1.44,295
1961-04-01T21,1961,04,01,21,1.44,296
1979-04-04T07,1979,04,04,07,1.44,297
1985-10-03T03,1985,10,03,03,1.44,298
1990-02-04T07,1990,02,04,07,1.44,299
2007-12-30T08,2007,12,30,08,1.44,300
2013-03-06T09,2013,03,06,09,1.44,301
2013-04-19T14,2013,04,19,14,1.44,302
1971-02-05T05,1971,02,05,05,1.43,303
1984-03-21T20,1984,03,21,20,1.43,304
1999-03-04T04,1999,03,04,04,1.43,305
2004-10-20T14,2004,10,20,14,1.43,306
1953-01-10T00,1953,01,10,00,1.42,307
1969-11-02T21,1969,11,02,21,1.42,308
1989-11-07T23,1989,11,07,23,1.42,309
1997-04-06T19,1997,04,06,19,1.42,310
1965-11-22T02,1965,11,22,02,1.40,311
1990-01-01T02,1990,01,01,02,1.40,312
2007-03-17T14,2007,03,17,14,1.40,313
1952-01-11T10,1952,01,11,10,1.39,314
1952-03-03T21,1952,03,03,21,1.38,315
1960-12-30T01,1960,12,30,01,1.38,316
1968-10-19T09,1968,10,19,09,1.38,317
1998-03-09T09,1998,03,09,09,1.38,318
2003-01-30T10,2003,01,30,10,1.38,319
2012-03-09T18,2012,03,09,18,1.38,320
