station 52220,,,,,,
Start Date/Time,Year,Month,Day,Hour,48-hr Precip (in),Rank
1986-12-01T16,1986,12,01,16,0.44,239
1993-03-31T19,1993,03,31,19,0.44,240
1978-12-07T03,1978,12,07,03,0.43,241
1982-10-13T04,1982,10,13,04,0.43,242
1956-02-09T01,1956,02,09,01,0.42,243
1956-11-03T05,1956,11,03,05,0.42,244
1957-02-27T23,1957,02,27,23,0.42,245
1975-11-20T21,1975,11,20,21,0.42,246
1977-04-03T08,1977,04,03,08,0.42,247
1977-04-12T16,1977,04,12,16,0.42,248
1987-02-16T13,1987,02,16,13,0.42,249
1989-04-30T09,1989,04,30,09,0.42,250
1994-10-18T22,1994,10,18,22,0.42,251
1958-04-30T13,1958,04,30,13,0.41,252
1960-01-14T12,1960,01,14,12,0.41,253
1981-03-22T06,1981,03,22,06,0.41,254
1987-03-09T13,1987,03,09,13,0.41,255
1949-10-10T02,1949,10,10,02,0.40,256
1951-12-15T08,1951,12,15,08,0.40,257
1957-04-27T14,1957,04,27,14,0.40,258
1965-03-24T22,1965,03,24,22,0.40,259
1969-04-23T23,1969,04,23,23,0.40,260
1976-03-04T19,1976,03,04,19,0.40,261
1978-11-26T22,1978,11,26,22,0.40,262
1980-04-02T07,1980,04,02,07,0.40,263
1989-04-09T16,1989,04,09,16,0.40,264
1995-10-01T13,1995,10,01,13,0.40,265
1997-11-29T16,1997,11,29,16,0.40,266
1998-04-18T19,1998,04,18,19,0.40,267
1999-10-18T20,1999,10,18,20,0.40,268
2000-01-28T06,2000,01,28,06,0.40,269
2000-03-17T08,2000,03,17,08,0.40,270
2000-03-31T12,2000,03,31,12,0.40,271
2000-04-30T18,2000,04,30,18,0.40,272
2001-03-11T22,2001,03,11,22,0.40,273
2001-11-08T17,2001,11,08,17,0.40,274
2002-10-01T23,2002,10,01,23,0.40,275
2005-04-26T01,2005,04,26,01,0.40,276
2009-11-16T22,2009,11,16,22,0.40,277
2012-04-12T19,2012,04,12,19,0.40,278
2013-03-24T01,2013,03,24,01,0.40,279
1965-02-11T19,1965,02,11,19,0.39,280
1970-03-31T15,1970,03,31,15,0.39,281
1977-11-01T07,1977,11,01,07,0.39,282
