station 356751,,,,,,
Start Date/Time,Year,Month,Day,Hour,48-hr Precip (in),Rank
2000-02-02T11,2000,02,02,11,1.29,309
1971-03-12T07,1971,03,12,07,1.28,310
1979-02-07T00,1979,02,07,00,1.28,311
1986-12-30T00,1986,12,30,00,1.28,312
1989-03-06T17,1989,03,06,17,1.28,313
1996-12-24T19,1996,12,24,19,1.28,314
1997-03-02T22,1997,03,02,22,1.28,315
2006-01-18T04,2006,01,18,04,1.28,316
2012-03-22T02,2012,03,22,02,1.28,317
1948-12-02T14,1948,12,02,14,1.27,318
1948-12-10T10,1948,12,10,10,1.27,319
1974-03-01T11,1974,03,01,11,1.27,320
1991-02-20T09,1991,02,20,09,1.27,321
1993-12-02T06,1993,12,02,06,1.27,322
1998-01-18T17,1998,01,18,17,1.26,323
1972-03-02T20,1972,03,02,20,1.25,324
1994-12-27T09,1994,12,27,09,1.25,325
1956-12-11T09,1956,12,11,09,1.24,326
1965-01-30T00,1965,01,30,00,1.24,327
1970-11-12T14,1970,11,12,14,1.24,328
1986-11-24T13,1986,11,24,13,1.24,329
1995-02-01T15,1995,02,01,15,1.24,330
1958-11-20T04,1958,11,20,04,1.23,331
1968-01-09T16,1968,01,09,16,1.23,332
1971-01-09T02,1971,01,09,02,1.23,333
1995-01-10T08,1995,01,10,08,1.23,334
1993-03-23T13,1993,03,23,13,1.22,335
2011-03-10T17,2011,03,10,17,1.22,336
1956-10-17T17,1956,10,17,17,1.21,337
1958-02-13T07,1958,02,13,07,1.21,338
1987-01-02T23,1987,01,02,23,1.21,339
2001-12-16T22,2001,12,16,22,1.21,340
2003-12-06T04,2003,12,06,04,1.21,341
1949-11-28T05,1949,11,28,05,1.20,342
1976-01-08T17,1976,01,08,17,1.20,343
1992-12-01T23,1992,12,01,23,1.20,344
1949-12-24T01,1949,12,24,01,1.19,345
1957-03-16T04,1957,03,16,04,1.19,346
1966-10-22T02,1966,10,22,02,1.19,347
1950-01-15T03,1950,01,15,03,1.18,348
1950-12-07T15,1950,12,07,15,1.18,349
1956-10-21T11,1956,10,21,11,1.18,350
1963-10-22T06,1963,10,22,06,1.18,351
1966-12-13T09,1966,12,13,09,1.18,352
1995-02-17T19,1995,02,17,19,1.18,353
2002-01-26T13,2002,01,26,13,1.18,354
2012-11-13T06,2012,11,13,06,1.18,355
1958-02-17T13,1958,02,17,13,1.17,356
1957-12-07T00,1957,12,07,00,1.16,357
1972-12-28T00,1972,12,28,00,1.16,358
1983-11-24T07,1983,11,24,07,1.16,359
2004-02-18T03,2004,02,18,03,1.16,360
1967-01-20T20,1967,01,20,20,1.15,361
1997-10-04T23,1997,10,04,23,1.15,362
1998-02-21T15,1998,02,21,15,1.15,363
2011-03-16T23,2011,03,16,23,1.15,364
1958-01-29T11,1958,01,29,11,1.14,365
1989-03-12T23,1989,03,12,23,1.14,366
1990-10-18T06,1990,10,18,06,1.14,367
1992-01-29T05,1992,01,29,05,1.14,368
1975-12-23T17,1975,12,23,17,1.13,369
1977-03-01T15,1977,03,01,15,1.13,370
1979-02-24T16,1979,02,24,16,1.13,371
1986-10-26T19,1986,10,26,19,1.13,372
2010-01-17T09,2010,01,17,09,1.13,373
1959-01-13T02,1959,01,13,02,1.12,374
1962-10-13T04,1962,10,13,04,1.12,375
1978-02-07T15,1978,02,07,15,1.12,376
1998-03-02T03,1998,03,02,03,1.12,377
1978-02-02T03,1978,02,02,03,1.11,378
1999-11-12T22,1999,11,12,22,1.11,379
2012-10-14T04,2012,10,14,04,1.11,380
1965-11-20T12,1965,11,20,12,1.10,381
1954-12-25T04,1954,12,25,04,1.09,382
1957-12-27T13,1957,12,27,13,1.09,383
1962-12-31T10,1962,12,31,10,1.09,384
1966-01-07T01,1966,01,07,01,1.09,385
1949-01-01T17,1949,01,01,17,1.08,386
1976-01-14T16,1976,01,14,16,1.08,387
1985-10-21T04,1985,10,21,04,1.08,388
1989-03-25T20,1989,03,25,20,1.08,389
1989-04-26T16,1989,04,26,16,1.08,390
1990-11-14T18,1990,11,14,18,1.08,391
2003-12-29T00,2003,12,29,00,1.08,392
2009-11-27T13,2009,11,27,13,1.08,393
1993-04-09T20,1993,04,09,20,1.07,394
1968-01-15T18,1968,01,15,18,1.06,395
2000-10-21T14,2000,10,21,14,1.06,396
2008-11-05T02,2008,11,05,02,1.06,397
1954-12-07T02,1954,12,07,02,1.05,398
1989-11-13T20,1989,11,13,20,1.05,399
2003-04-13T22,2003,04,13,22,1.05,400
2007-10-20T18,2007,10,20,18,1.05,401
2012-01-26T03,2012,01,26,03,1.05,402
1967-10-03T19,1967,10,03,19,1.04,403
1988-11-16T23,1988,11,16,23,1.04,404
1999-11-06T03,1999,11,06,03,1.04,405
2004-12-08T02,2004,12,08,02,1.04,406
1955-02-28T12,1955,02,28,12,1.03,407
1961-11-28T10,1961,11,28,10,1.03,408
1972-11-26T02,1972,11,26,02,1.03,409
1983-12-08T00,1983,12,08,00,1.03,410
1991-11-26T15,1991,11,26,15,1.03,411
1967-12-22T21,1967,12,22,21,1.02,412
1978-11-30T13,1978,11,30,13,1.02,413
